"","Region","MetropolitanStatus","Age","Sex","MaritalStatus","EdCode","Education","JobClass","WeeklyEarnings"
"309","South","Metropolitan",47,"Female","Not Married",44,"MastersDegree","FedGov",1500
"310","South","Metropolitan",57,"Female","Married",46,"DoctorateDegree","FedGov",2692.3
"311","South","Metropolitan",54,"Female","Not Married",39,"HighSchoolDiploma","FedGov",529.92
"312","Northeast","Metropolitan",53,"Female","Not Married",40,"SomeCollegeButNoDegree","FedGov",1673.07
"313","South","Metropolitan",54,"Female","Married",43,"BachelorsDegree","FedGov",1523
"314","South","Metropolitan",48,"Female","Married",40,"SomeCollegeButNoDegree","FedGov",807.69
"315","Midwest","Metropolitan",24,"Male","Not Married",40,"SomeCollegeButNoDegree","FedGov",600
"316","South","Metropolitan",27,"Male","Married",43,"BachelorsDegree","FedGov",1057
"317","South","Metropolitan",39,"Male","Married",43,"BachelorsDegree","FedGov",1500
"318","West","Metropolitan",64,"Female","Married",40,"SomeCollegeButNoDegree","FedGov",615
"319","South","Metropolitan",31,"Female","Not Married",43,"BachelorsDegree","FedGov",903.84
"320","Midwest","Metropolitan",55,"Male","Married",43,"BachelorsDegree","FedGov",1846.15
"321","Midwest","Metropolitan",42,"Male","Married",43,"BachelorsDegree","FedGov",1067.3
"322","South","Metropolitan",50,"Male","Married",43,"BachelorsDegree","FedGov",1200
"323","West","Metropolitan",22,"Male","Not Married",40,"SomeCollegeButNoDegree","FedGov",420
"324","West","Metropolitan",61,"Male","Married",40,"SomeCollegeButNoDegree","FedGov",768
"325","South","Metropolitan",51,"Male","Married",40,"SomeCollegeButNoDegree","FedGov",644.23
"326","South","Metropolitan",38,"Female","Married",45,"ProfSchoolDegree","FedGov",468
"327","Midwest","Not Metropolitan",41,"Female","Married",39,"HighSchoolDiploma","FedGov",750
"328","South","Not Metropolitan",60,"Female","Married",39,"HighSchoolDiploma","FedGov",1153.84
"329","South","Metropolitan",44,"Female","Married",43,"BachelorsDegree","FedGov",1480.76
"330","South","Metropolitan",44,"Female","Married",45,"ProfSchoolDegree","FedGov",2115.38
"331","West","Metropolitan",39,"Male","Married",40,"SomeCollegeButNoDegree","FedGov",1000
"332","South","Metropolitan",27,"Male","Not Married",43,"BachelorsDegree","FedGov",1000
"333","South","Metropolitan",61,"Female","Not Married",40,"SomeCollegeButNoDegree","FedGov",730
"334","South","Metropolitan",54,"Male","Not Married",43,"BachelorsDegree","FedGov",1288.46
"335","Midwest","Metropolitan",51,"Female","Married",40,"SomeCollegeButNoDegree","FedGov",1000
"336","West","Metropolitan",36,"Female","Not Married",39,"HighSchoolDiploma","FedGov",620
"337","South","Metropolitan",64,"Female","Not Married",43,"BachelorsDegree","FedGov",2500
"338","South","Metropolitan",30,"Female","Married",44,"MastersDegree","FedGov",2019.23
"339","West","Metropolitan",56,"Female","Not Married",40,"SomeCollegeButNoDegree","FedGov",576.92
"340","Midwest","Metropolitan",36,"Female","Married",43,"BachelorsDegree","FedGov",790
"341","South","Metropolitan",55,"Male","Married",40,"SomeCollegeButNoDegree","FedGov",960
"342","South","Metropolitan",41,"Male","Married",44,"MastersDegree","FedGov",971
"343","South","Metropolitan",38,"Female","Not Married",39,"HighSchoolDiploma","FedGov",1000
"344","South","Metropolitan",49,"Female","Married",40,"SomeCollegeButNoDegree","FedGov",1153
"345","West","Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","FedGov",1442.3
"346","South","Not Metropolitan",59,"Male","Not Married",43,"BachelorsDegree","FedGov",1750
"347","South","Metropolitan",67,"Female","Married",40,"SomeCollegeButNoDegree","FedGov",1480
"348","South","Metropolitan",63,"Male","Married",43,"BachelorsDegree","FedGov",1350
"349","South","Metropolitan",50,"Female","Not Married",43,"BachelorsDegree","FedGov",923.07
"350","West","Metropolitan",44,"Male","Married",33,"FifthorSixthGrade","FedGov",378
"351","Midwest","Metropolitan",56,"Male","Married",43,"BachelorsDegree","FedGov",1057
"352","South","Metropolitan",56,"Female","Married",39,"HighSchoolDiploma","FedGov",923.07
"353","South","Not Metropolitan",47,"Female","Not Married",39,"HighSchoolDiploma","FedGov",583.5
"354","South","Metropolitan",35,"Male","Not Married",44,"MastersDegree","FedGov",1865.38
"355","Midwest","Not Metropolitan",51,"Female","Married",42,"AssocDegAcadem","FedGov",1000
"356","South","Metropolitan",33,"Female","Married",44,"MastersDegree","FedGov",1134.61
"357","South","Metropolitan",60,"Male","Married",42,"AssocDegAcadem","FedGov",620
"358","Northeast","Metropolitan",44,"Female","Not Married",39,"HighSchoolDiploma","FedGov",576.92
"359","Northeast","Not Metropolitan",53,"Female","Not Married",40,"SomeCollegeButNoDegree","FedGov",700
"360","South","Metropolitan",34,"Female","Not Married",44,"MastersDegree","FedGov",472.5
"361","West","Metropolitan",39,"Male","Not Married",43,"BachelorsDegree","FedGov",875.01
"362","West","Metropolitan",36,"Male","Married",43,"BachelorsDegree","FedGov",2019.23
"363","South","Not Metropolitan",39,"Male","Not Married",39,"HighSchoolDiploma","FedGov",903
"364","South","Metropolitan",51,"Female","Not Married",43,"BachelorsDegree","FedGov",923
"365","Northeast","Metropolitan",47,"Male","Married",43,"BachelorsDegree","FedGov",2692.3
"366","South","Metropolitan",55,"Female","Not Married",44,"MastersDegree","FedGov",1634.61
"367","Midwest","Metropolitan",33,"Male","Not Married",44,"MastersDegree","FedGov",480.76
"368","West","Metropolitan",27,"Male","Married",43,"BachelorsDegree","FedGov",1250
"369","South","Metropolitan",58,"Male","Married",39,"HighSchoolDiploma","FedGov",807.69
"370","West","Metropolitan",48,"Female","Married",43,"BachelorsDegree","LocalGov",1312.4
"371","West","Metropolitan",54,"Female","Married",44,"MastersDegree","LocalGov",1897.5
"372","Midwest","Metropolitan",47,"Male","Married",39,"HighSchoolDiploma","LocalGov",320
"373","Northeast","Metropolitan",56,"Female","Married",40,"SomeCollegeButNoDegree","LocalGov",1250
"374","South","Metropolitan",37,"Female","Married",46,"DoctorateDegree","LocalGov",1346.15
"375","Midwest","Not Metropolitan",44,"Male","Married",39,"HighSchoolDiploma","LocalGov",576.92
"376","Midwest","Not Metropolitan",58,"Female","Not Married",39,"HighSchoolDiploma","LocalGov",416
"377","Northeast","Metropolitan",46,"Male","Not Married",39,"HighSchoolDiploma","LocalGov",1600
"378","Midwest","Not Metropolitan",61,"Male","Married",42,"AssocDegAcadem","LocalGov",800
"379","Northeast","Metropolitan",46,"Female","Married",44,"MastersDegree","LocalGov",1500
"380","Midwest","Metropolitan",26,"Male","Married",41,"AssocDegOccupVocat","LocalGov",880
"381","South","Not Metropolitan",55,"Male","Married",39,"HighSchoolDiploma","LocalGov",300
"382","South","Metropolitan",51,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",903
"383","Northeast","Metropolitan",29,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",1096.15
"384","Northeast","Metropolitan",45,"Female","Married",44,"MastersDegree","LocalGov",952.38
"385","Northeast","Metropolitan",45,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",800
"386","West","Not Metropolitan",54,"Male","Married",39,"HighSchoolDiploma","LocalGov",1057.69
"387","South","Metropolitan",29,"Female","Not Married",43,"BachelorsDegree","LocalGov",320
"388","West","Metropolitan",26,"Male","Not Married",43,"BachelorsDegree","LocalGov",1369.14
"389","Northeast","Metropolitan",38,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",903.84
"390","Northeast","Metropolitan",52,"Female","Married",43,"BachelorsDegree","LocalGov",1346.15
"391","South","Metropolitan",28,"Female","Not Married",44,"MastersDegree","LocalGov",961.53
"392","Midwest","Metropolitan",44,"Male","Married",39,"HighSchoolDiploma","LocalGov",700
"393","South","Not Metropolitan",45,"Female","Married",35,"NinthGrade","LocalGov",346.15
"394","West","Metropolitan",36,"Female","Not Married",43,"BachelorsDegree","LocalGov",1600
"395","South","Metropolitan",52,"Female","Not Married",39,"HighSchoolDiploma","LocalGov",880.8
"396","South","Metropolitan",56,"Male","Not Married",43,"BachelorsDegree","LocalGov",1000
"397","Midwest","Metropolitan",52,"Female","Married",43,"BachelorsDegree","LocalGov",1076.92
"398","Midwest","Metropolitan",40,"Female","Not Married",44,"MastersDegree","LocalGov",1134.61
"399","Midwest","Metropolitan",32,"Female","Not Married",43,"BachelorsDegree","LocalGov",1173.07
"400","West","Metropolitan",57,"Female","Married",39,"HighSchoolDiploma","LocalGov",961.53
"401","South","Not Identified",55,"Male","Not Married",43,"BachelorsDegree","LocalGov",384.61
"402","Midwest","Metropolitan",22,"Male","Not Married",40,"SomeCollegeButNoDegree","LocalGov",692
"403","Midwest","Not Metropolitan",52,"Female","Married",39,"HighSchoolDiploma","LocalGov",576
"404","Northeast","Metropolitan",49,"Male","Not Married",41,"AssocDegOccupVocat","LocalGov",1200
"405","West","Metropolitan",41,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",903.84
"406","Midwest","Not Metropolitan",41,"Male","Married",43,"BachelorsDegree","LocalGov",575
"407","Midwest","Not Metropolitan",60,"Female","Not Married",43,"BachelorsDegree","LocalGov",826
"408","South","Metropolitan",51,"Male","Not Married",40,"SomeCollegeButNoDegree","LocalGov",653.84
"409","South","Metropolitan",75,"Male","Married",44,"MastersDegree","LocalGov",2884.61
"410","Northeast","Metropolitan",43,"Female","Married",39,"HighSchoolDiploma","LocalGov",630
"411","South","Metropolitan",30,"Female","Not Married",44,"MastersDegree","LocalGov",692.3
"412","Northeast","Metropolitan",46,"Male","Married",39,"HighSchoolDiploma","LocalGov",807.69
"413","South","Metropolitan",27,"Female","Not Married",44,"MastersDegree","LocalGov",1472.22
"414","South","Metropolitan",39,"Male","Married",46,"DoctorateDegree","LocalGov",1346.15
"415","Northeast","Metropolitan",37,"Female","Not Married",44,"MastersDegree","LocalGov",846.15
"416","West","Not Metropolitan",55,"Female","Married",40,"SomeCollegeButNoDegree","LocalGov",1098
"417","Northeast","Metropolitan",45,"Female","Married",39,"HighSchoolDiploma","LocalGov",769.23
"418","Midwest","Not Metropolitan",65,"Female","Married",39,"HighSchoolDiploma","LocalGov",763
"419","South","Metropolitan",52,"Female","Married",43,"BachelorsDegree","LocalGov",1250
"420","West","Metropolitan",59,"Female","Not Married",43,"BachelorsDegree","LocalGov",320
"421","Northeast","Metropolitan",53,"Female","Married",44,"MastersDegree","LocalGov",1923
"422","South","Not Metropolitan",76,"Male","Married",37,"EleventhGrade","LocalGov",1123
"423","Midwest","Not Metropolitan",56,"Male","Married",39,"HighSchoolDiploma","LocalGov",360
"424","Northeast","Metropolitan",57,"Male","Not Married",42,"AssocDegAcadem","LocalGov",1004.5
"425","Midwest","Not Metropolitan",49,"Female","Not Married",44,"MastersDegree","LocalGov",1500
"426","West","Not Metropolitan",33,"Female","Married",40,"SomeCollegeButNoDegree","LocalGov",723.35
"427","West","Metropolitan",52,"Male","Married",41,"AssocDegOccupVocat","LocalGov",1173.07
"428","Midwest","Not Metropolitan",25,"Female","Married",43,"BachelorsDegree","LocalGov",615.38
"429","South","Metropolitan",36,"Female","Married",43,"BachelorsDegree","LocalGov",816.32
"430","South","Metropolitan",27,"Female","Not Married",43,"BachelorsDegree","LocalGov",961.53
"431","West","Metropolitan",47,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",1384.61
"432","West","Not Metropolitan",57,"Female","Not Married",43,"BachelorsDegree","LocalGov",455.07
"433","South","Not Metropolitan",23,"Male","Married",37,"EleventhGrade","LocalGov",185
"434","Northeast","Metropolitan",32,"Female","Married",44,"MastersDegree","LocalGov",1211.53
"435","Midwest","Metropolitan",54,"Male","Not Married",43,"BachelorsDegree","LocalGov",961
"436","West","Metropolitan",40,"Female","Married",43,"BachelorsDegree","LocalGov",1153.84
"437","South","Metropolitan",45,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",2403
"438","South","Metropolitan",32,"Female","Married",44,"MastersDegree","LocalGov",1061.53
"439","Northeast","Metropolitan",38,"Female","Married",44,"MastersDegree","LocalGov",961.53
"440","Northeast","Metropolitan",55,"Female","Married",44,"MastersDegree","LocalGov",600
"441","Midwest","Metropolitan",68,"Female","Married",39,"HighSchoolDiploma","LocalGov",560
"442","Midwest","Metropolitan",52,"Female","Not Married",43,"BachelorsDegree","LocalGov",700
"443","Midwest","Metropolitan",44,"Female","Married",44,"MastersDegree","LocalGov",1134
"444","South","Metropolitan",27,"Female","Not Married",43,"BachelorsDegree","LocalGov",769
"445","Midwest","Metropolitan",50,"Male","Married",43,"BachelorsDegree","LocalGov",1216
"446","South","Metropolitan",51,"Male","Not Married",43,"BachelorsDegree","LocalGov",961.53
"447","Midwest","Metropolitan",26,"Male","Not Married",43,"BachelorsDegree","LocalGov",605.76
"448","Midwest","Metropolitan",45,"Male","Married",44,"MastersDegree","LocalGov",1250
"449","South","Not Metropolitan",40,"Male","Married",43,"BachelorsDegree","LocalGov",738.46
"450","West","Metropolitan",33,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",1686
"451","Midwest","Not Metropolitan",36,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",800
"452","West","Metropolitan",39,"Female","Not Married",40,"SomeCollegeButNoDegree","LocalGov",1900
"453","South","Metropolitan",53,"Female","Not Married",39,"HighSchoolDiploma","LocalGov",276.92
"454","South","Not Metropolitan",35,"Male","Married",39,"HighSchoolDiploma","LocalGov",412
"455","West","Metropolitan",46,"Male","Married",44,"MastersDegree","LocalGov",1115.38
"456","West","Metropolitan",46,"Female","Married",39,"HighSchoolDiploma","LocalGov",634
"457","South","Not Metropolitan",48,"Female","Married",40,"SomeCollegeButNoDegree","LocalGov",526.28
"458","Midwest","Metropolitan",33,"Male","Married",44,"MastersDegree","LocalGov",1115.38
"459","Midwest","Metropolitan",57,"Female","Married",40,"SomeCollegeButNoDegree","LocalGov",884.61
"460","West","Metropolitan",56,"Male","Married",39,"HighSchoolDiploma","LocalGov",600
"461","Northeast","Metropolitan",27,"Female","Not Married",43,"BachelorsDegree","LocalGov",730.76
"462","Midwest","Metropolitan",30,"Female","Married",40,"SomeCollegeButNoDegree","LocalGov",480
"463","West","Metropolitan",40,"Female","Married",42,"AssocDegAcadem","LocalGov",1200
"464","South","Metropolitan",26,"Male","Married",43,"BachelorsDegree","LocalGov",330
"465","Northeast","Not Metropolitan",62,"Female","Married",39,"HighSchoolDiploma","LocalGov",1160
"466","Northeast","Not Metropolitan",63,"Female","Married",43,"BachelorsDegree","LocalGov",826
"467","South","Not Metropolitan",28,"Female","Not Married",45,"ProfSchoolDegree","LocalGov",2500
"468","West","Not Identified",48,"Male","Not Married",43,"BachelorsDegree","LocalGov",1538.46
"469","West","Not Metropolitan",41,"Female","Married",44,"MastersDegree","LocalGov",846.15
"470","West","Metropolitan",36,"Male","Not Married",43,"BachelorsDegree","LocalGov",2084.5
"471","Northeast","Metropolitan",54,"Male","Married",39,"HighSchoolDiploma","LocalGov",850.9
"472","Midwest","Metropolitan",56,"Female","Married",43,"BachelorsDegree","LocalGov",600
"473","Northeast","Metropolitan",60,"Male","Married",42,"AssocDegAcadem","LocalGov",1230
"474","South","Metropolitan",45,"Male","Married",43,"BachelorsDegree","LocalGov",1192.3
"475","West","Metropolitan",56,"Female","Married",39,"HighSchoolDiploma","LocalGov",612.5
"476","Northeast","Metropolitan",41,"Male","Not Married",46,"DoctorateDegree","LocalGov",1903.84
"477","Midwest","Metropolitan",29,"Female","Married",43,"BachelorsDegree","LocalGov",738.46
"478","South","Metropolitan",53,"Male","Married",43,"BachelorsDegree","LocalGov",1250
"479","Midwest","Metropolitan",44,"Male","Married",43,"BachelorsDegree","LocalGov",1600
"480","West","Metropolitan",36,"Male","Not Married",44,"MastersDegree","LocalGov",1538.46
"481","Northeast","Metropolitan",40,"Male","Married",40,"SomeCollegeButNoDegree","LocalGov",660
"482","South","Metropolitan",61,"Female","Married",41,"AssocDegOccupVocat","LocalGov",615
"483","Northeast","Metropolitan",55,"Female","Married",43,"BachelorsDegree","LocalGov",1538.46
"484","Northeast","Metropolitan",53,"Female","Married",43,"BachelorsDegree","LocalGov",600
"485","Midwest","Metropolitan",32,"Female","Not Married",40,"SomeCollegeButNoDegree","LocalGov",552.51
"486","Northeast","Metropolitan",42,"Female","Married",44,"MastersDegree","LocalGov",1346.15
"487","Northeast","Metropolitan",59,"Female","Married",44,"MastersDegree","LocalGov",1800
"488","Northeast","Metropolitan",58,"Female","Not Married",44,"MastersDegree","LocalGov",2000
"489","Midwest","Metropolitan",60,"Male","Married",39,"HighSchoolDiploma","LocalGov",615.38
"490","Northeast","Metropolitan",48,"Female","Not Married",39,"HighSchoolDiploma","LocalGov",653.84
"491","South","Not Metropolitan",36,"Female","Married",43,"BachelorsDegree","LocalGov",550
