"","Region","MetropolitanStatus","Exper","Educ","Race","WeeklyEarnings"
"452","Midwest","MetropolitanArea",43,12,"NotBlack",807.22
"453","South","NotMetropolitanArea",36,15,"NotBlack",427.35
"454","South","NotMetropolitanArea",9,12,"NotBlack",339.51
"455","South","MetropolitanArea",13,18,"NotBlack",688.51
"456","Midwest","NotMetropolitanArea",6,12,"NotBlack",462.96
"457","Northeast","MetropolitanArea",24,14,"NotBlack",759.73
"458","Northeast","MetropolitanArea",7,11,"NotBlack",225.13
"459","West","MetropolitanArea",8,13,"NotBlack",277.78
"460","West","MetropolitanArea",1,11,"NotBlack",92.59
"461","Midwest","NotMetropolitanArea",32,12,"NotBlack",712.25
"462","Northeast","NotMetropolitanArea",12,12,"NotBlack",712.25
"463","South","MetropolitanArea",22,12,"NotBlack",759.73
"464","Midwest","NotMetropolitanArea",40,12,"NotBlack",664.77
"465","Northeast","MetropolitanArea",3,14,"NotBlack",325.68
"466","Midwest","MetropolitanArea",40,11,"NotBlack",115.74
"467","West","NotMetropolitanArea",22,13,"NotBlack",1009.02
"468","West","MetropolitanArea",33,14,"NotBlack",1118.83
"469","West","MetropolitanArea",38,12,"NotBlack",854.7
"470","Northeast","MetropolitanArea",30,12,"Black",557.93
"471","West","MetropolitanArea",21,18,"NotBlack",1187.08
"472","South","NotMetropolitanArea",5,15,"NotBlack",379.87
"473","Northeast","MetropolitanArea",14,12,"NotBlack",474.83
"474","South","NotMetropolitanArea",28,12,"NotBlack",342.94
"475","Northeast","MetropolitanArea",7,16,"NotBlack",498.58
"476","West","MetropolitanArea",28,17,"NotBlack",332.38
"477","Midwest","NotMetropolitanArea",20,17,"NotBlack",712.25
"478","South","MetropolitanArea",22,12,"NotBlack",759.73
"479","Northeast","MetropolitanArea",17,16,"NotBlack",997.15
"480","South","NotMetropolitanArea",7,9,"NotBlack",191.36
"481","Northeast","MetropolitanArea",35,12,"NotBlack",830.96
"482","Northeast","MetropolitanArea",21,13,"NotBlack",317.92
"483","West","MetropolitanArea",4,14,"NotBlack",302.47
"484","South","MetropolitanArea",1,11,"NotBlack",288.89
"485","Northeast","MetropolitanArea",15,14,"NotBlack",1068.38
"486","Midwest","MetropolitanArea",24,12,"NotBlack",902.18
"487","Northeast","MetropolitanArea",48,10,"Black",641.03
"488","West","MetropolitanArea",2,12,"NotBlack",284.9
"489","Midwest","MetropolitanArea",17,12,"NotBlack",427.35
"490","South","MetropolitanArea",42,12,"NotBlack",719.3
"491","Midwest","MetropolitanArea",48,7,"Black",209.88
"492","South","NotMetropolitanArea",0,12,"NotBlack",205.76
"493","South","MetropolitanArea",21,18,"NotBlack",1358.02
"494","Midwest","NotMetropolitanArea",20,12,"NotBlack",700.38
"495","Midwest","NotMetropolitanArea",13,12,"NotBlack",129.18
"496","Northeast","MetropolitanArea",30,17,"NotBlack",593.54
"497","Northeast","MetropolitanArea",2,12,"NotBlack",427.35
"498","South","MetropolitanArea",32,12,"NotBlack",593.54
"499","West","MetropolitanArea",13,18,"NotBlack",1139.6
"500","Midwest","MetropolitanArea",6,14,"NotBlack",491.45
"501","South","MetropolitanArea",1,14,"NotBlack",237.42
"502","South","NotMetropolitanArea",6,12,"NotBlack",235.16
"503","South","NotMetropolitanArea",13,11,"NotBlack",427.35
"504","South","MetropolitanArea",37,12,"NotBlack",168.35
"505","Northeast","NotMetropolitanArea",34,10,"NotBlack",522.32
"506","Northeast","MetropolitanArea",12,15,"NotBlack",237.42
"507","West","MetropolitanArea",18,12,"NotBlack",415.48
"508","Midwest","NotMetropolitanArea",12,12,"NotBlack",211.87
"509","Northeast","NotMetropolitanArea",19,12,"NotBlack",593.54
"510","South","MetropolitanArea",10,14,"NotBlack",1044.63
"511","Midwest","MetropolitanArea",42,18,"NotBlack",427.35
"512","South","MetropolitanArea",9,12,"NotBlack",118.71
"513","Midwest","NotMetropolitanArea",14,12,"NotBlack",490.5
"514","West","NotMetropolitanArea",22,14,"NotBlack",416.29
"515","West","MetropolitanArea",12,12,"NotBlack",166.19
"516","South","MetropolitanArea",34,15,"NotBlack",586.42
"517","South","MetropolitanArea",27,14,"NotBlack",1044.63
"518","Midwest","NotMetropolitanArea",15,18,"NotBlack",304.84
"519","South","MetropolitanArea",24,16,"NotBlack",949.67
"520","West","MetropolitanArea",35,15,"NotBlack",878.44
"521","West","NotMetropolitanArea",15,13,"NotBlack",529.53
"522","South","MetropolitanArea",28,16,"NotBlack",949.67
"523","West","MetropolitanArea",8,12,"NotBlack",118.71
"524","Northeast","MetropolitanArea",14,12,"NotBlack",493.83
"525","South","NotMetropolitanArea",16,10,"NotBlack",759.73
"526","West","MetropolitanArea",28,6,"NotBlack",237.42
"527","Northeast","MetropolitanArea",29,16,"NotBlack",1424.5
"528","South","MetropolitanArea",16,14,"Black",759.73
"529","Midwest","NotMetropolitanArea",19,16,"NotBlack",296.3
"530","South","NotMetropolitanArea",8,18,"NotBlack",451.09
"531","West","MetropolitanArea",9,17,"NotBlack",694.79
"532","South","MetropolitanArea",22,16,"NotBlack",166.19
"533","West","MetropolitanArea",15,16,"NotBlack",669.52
"534","South","MetropolitanArea",9,12,"Black",356.13
"535","West","MetropolitanArea",11,18,"NotBlack",712.25
"536","Midwest","MetropolitanArea",25,16,"NotBlack",427.35
"537","Midwest","MetropolitanArea",26,8,"NotBlack",1068.38
"538","South","MetropolitanArea",26,17,"NotBlack",2374.15
"539","West","MetropolitanArea",29,18,"NotBlack",1365.15
"540","Northeast","NotMetropolitanArea",18,12,"NotBlack",782.9
"541","Northeast","MetropolitanArea",6,16,"NotBlack",664.77
"542","Northeast","MetropolitanArea",8,13,"NotBlack",474.83
"543","Midwest","MetropolitanArea",2,15,"NotBlack",356.13
"544","Midwest","MetropolitanArea",43,12,"NotBlack",830.96
"545","Northeast","MetropolitanArea",21,12,"NotBlack",712.25
"546","Northeast","MetropolitanArea",4,16,"NotBlack",712.25
"547","Northeast","MetropolitanArea",25,16,"NotBlack",854.7
"548","South","MetropolitanArea",22,17,"NotBlack",949.67
"549","South","MetropolitanArea",27,12,"Black",154.32
"550","Northeast","NotMetropolitanArea",37,9,"NotBlack",546.06
"551","Midwest","MetropolitanArea",8,16,"NotBlack",1246.44
"552","West","MetropolitanArea",39,3,"NotBlack",668.72
"553","South","MetropolitanArea",20,11,"NotBlack",522.32
"554","West","MetropolitanArea",18,3,"NotBlack",246.91
"555","South","MetropolitanArea",3,15,"NotBlack",244.54
"556","South","MetropolitanArea",16,12,"NotBlack",370.37
"557","Midwest","MetropolitanArea",6,13,"NotBlack",248.1
"558","West","NotMetropolitanArea",2,12,"NotBlack",481.48
"559","Midwest","NotMetropolitanArea",39,7,"NotBlack",356.13
"560","Northeast","MetropolitanArea",14,12,"NotBlack",650.52
"561","South","NotMetropolitanArea",8,12,"NotBlack",373.24
"562","Midwest","MetropolitanArea",16,9,"NotBlack",949.67
"563","Northeast","MetropolitanArea",49,14,"NotBlack",1305.79
"564","South","MetropolitanArea",16,16,"NotBlack",641.03
"565","South","NotMetropolitanArea",4,12,"NotBlack",379.87
"566","South","MetropolitanArea",13,12,"NotBlack",278.02
"567","Midwest","MetropolitanArea",32,15,"NotBlack",573.19
"568","West","MetropolitanArea",15,13,"NotBlack",807.22
"569","Northeast","MetropolitanArea",14,16,"NotBlack",1543.21
"570","Northeast","MetropolitanArea",18,18,"NotBlack",1187.08
"571","Northeast","MetropolitanArea",0,12,"NotBlack",92.59
"572","South","MetropolitanArea",10,12,"NotBlack",534.19
"573","West","MetropolitanArea",8,14,"NotBlack",617.28
"574","Northeast","MetropolitanArea",31,16,"NotBlack",1305.79
"575","Northeast","MetropolitanArea",0,16,"NotBlack",237.42
"576","Northeast","MetropolitanArea",5,14,"NotBlack",902.18
"577","West","NotMetropolitanArea",10,12,"NotBlack",273.03
"578","South","MetropolitanArea",4,16,"Black",308.64
"579","Northeast","NotMetropolitanArea",11,12,"NotBlack",403.61
"580","South","MetropolitanArea",9,16,"NotBlack",382.24
"581","South","MetropolitanArea",3,12,"Black",249
"582","West","MetropolitanArea",0,14,"NotBlack",256.41
"583","South","MetropolitanArea",10,15,"NotBlack",593.54
"584","West","MetropolitanArea",13,16,"NotBlack",830.96
"585","Northeast","MetropolitanArea",17,12,"NotBlack",403.61
"586","South","NotMetropolitanArea",5,18,"NotBlack",949.67
"587","West","MetropolitanArea",17,12,"NotBlack",878.44
"588","South","NotMetropolitanArea",15,12,"NotBlack",1020.89
"589","South","MetropolitanArea",11,14,"Black",379.87
"590","Northeast","MetropolitanArea",26,18,"NotBlack",2374.15
"591","Northeast","MetropolitanArea",11,12,"NotBlack",830.96
"592","South","NotMetropolitanArea",12,16,"NotBlack",830.96
"593","Northeast","MetropolitanArea",4,18,"NotBlack",997.15
"594","West","MetropolitanArea",48,8,"NotBlack",297.53
"595","South","NotMetropolitanArea",3,11,"NotBlack",566.24
"596","Northeast","MetropolitanArea",13,16,"NotBlack",1115.86
"597","West","NotMetropolitanArea",34,12,"NotBlack",1424.5
"598","South","MetropolitanArea",9,12,"NotBlack",246.91
"599","West","MetropolitanArea",17,15,"Black",664.77
"600","West","MetropolitanArea",20,16,"NotBlack",1377.02
"601","South","MetropolitanArea",11,15,"NotBlack",925.93
"602","Northeast","MetropolitanArea",2,10,"NotBlack",224.47
"603","South","NotMetropolitanArea",4,16,"Black",199.43
"604","Northeast","MetropolitanArea",12,18,"NotBlack",1028.02
"605","West","NotMetropolitanArea",4,13,"NotBlack",368.95
"606","Northeast","MetropolitanArea",7,12,"NotBlack",94.97
"607","South","MetropolitanArea",14,16,"NotBlack",2374.15
"608","Midwest","MetropolitanArea",24,12,"Black",308.64
"609","Midwest","MetropolitanArea",11,13,"NotBlack",447.53
"610","West","NotMetropolitanArea",33,14,"NotBlack",664.77
"611","Northeast","MetropolitanArea",46,5,"NotBlack",379.87
"612","Northeast","NotMetropolitanArea",9,12,"NotBlack",925.93
"613","West","MetropolitanArea",22,12,"NotBlack",403.61
"614","West","NotMetropolitanArea",4,12,"NotBlack",96.37
"615","Midwest","NotMetropolitanArea",28,12,"NotBlack",171.47
"616","South","MetropolitanArea",2,14,"NotBlack",470.31
"617","West","NotMetropolitanArea",5,12,"NotBlack",165.43
"618","Northeast","MetropolitanArea",2,12,"NotBlack",356.13
"619","Northeast","MetropolitanArea",9,12,"NotBlack",395.06
"620","South","NotMetropolitanArea",20,18,"NotBlack",669.14
"621","South","MetropolitanArea",15,12,"NotBlack",641.03
"622","Midwest","MetropolitanArea",13,13,"NotBlack",356.13
"623","Northeast","MetropolitanArea",8,12,"NotBlack",854.7
"624","Northeast","MetropolitanArea",51,6,"NotBlack",308.64
"625","Midwest","NotMetropolitanArea",22,12,"NotBlack",804.84
"626","Northeast","MetropolitanArea",47,12,"NotBlack",679.01
"627","Northeast","MetropolitanArea",27,12,"NotBlack",522.32
"628","West","MetropolitanArea",10,16,"NotBlack",493.83
"629","Northeast","MetropolitanArea",7,12,"NotBlack",498.58
"630","Midwest","NotMetropolitanArea",25,10,"NotBlack",712.25
"631","South","MetropolitanArea",17,18,"NotBlack",685.55
"632","West","MetropolitanArea",18,16,"NotBlack",1282.05
"633","Northeast","MetropolitanArea",13,12,"NotBlack",579.49
"634","Midwest","NotMetropolitanArea",4,12,"NotBlack",166.19
"635","Midwest","NotMetropolitanArea",13,14,"NotBlack",356.13
"636","West","MetropolitanArea",21,16,"NotBlack",427.35
"637","West","MetropolitanArea",21,17,"NotBlack",1498.1
"638","Midwest","MetropolitanArea",25,16,"NotBlack",949.67
"639","South","MetropolitanArea",11,12,"NotBlack",676.64
"640","Midwest","MetropolitanArea",16,18,"NotBlack",1066
"641","West","MetropolitanArea",13,6,"NotBlack",166.19
"642","West","MetropolitanArea",29,14,"NotBlack",925.93
"643","Northeast","MetropolitanArea",19,12,"NotBlack",284.9
"644","South","MetropolitanArea",33,11,"NotBlack",830.96
"645","Midwest","NotMetropolitanArea",36,11,"NotBlack",474.83
"646","Northeast","MetropolitanArea",34,16,"NotBlack",795.35
"647","South","MetropolitanArea",22,10,"Black",569.8
"648","Midwest","MetropolitanArea",13,11,"NotBlack",345.68
"649","Midwest","MetropolitanArea",22,13,"NotBlack",593.54
"650","Midwest","NotMetropolitanArea",32,16,"NotBlack",1946.82
"651","South","NotMetropolitanArea",15,12,"NotBlack",237.42
"652","South","MetropolitanArea",2,12,"NotBlack",228.13
"653","Midwest","NotMetropolitanArea",28,16,"NotBlack",188.46
"654","Northeast","MetropolitanArea",11,18,"NotBlack",973.41
"655","South","MetropolitanArea",17,15,"Black",593.54
"656","Northeast","MetropolitanArea",35,12,"NotBlack",641.98
"657","South","NotMetropolitanArea",10,10,"Black",164.61
"658","Northeast","MetropolitanArea",5,14,"NotBlack",676.64
"659","Midwest","NotMetropolitanArea",0,15,"NotBlack",246.91
"660","South","MetropolitanArea",8,12,"NotBlack",208.33
"661","Midwest","MetropolitanArea",11,18,"NotBlack",617.28
"662","Northeast","MetropolitanArea",5,12,"NotBlack",403.61
"663","South","NotMetropolitanArea",30,5,"Black",233.71
"664","South","MetropolitanArea",27,12,"NotBlack",261.16
"665","South","MetropolitanArea",3,13,"NotBlack",356.13
"666","Midwest","NotMetropolitanArea",23,14,"NotBlack",721.3
"667","Northeast","MetropolitanArea",32,14,"NotBlack",522.32
"668","Midwest","NotMetropolitanArea",2,12,"NotBlack",308.64
"669","West","NotMetropolitanArea",2,14,"NotBlack",275.4
"670","West","MetropolitanArea",14,13,"NotBlack",759.73
"671","Northeast","NotMetropolitanArea",47,13,"NotBlack",1115.86
"672","Northeast","MetropolitanArea",16,12,"NotBlack",395.06
"673","South","MetropolitanArea",31,16,"NotBlack",1175.21
"674","South","NotMetropolitanArea",18,7,"NotBlack",296.3
"675","West","MetropolitanArea",33,12,"Black",427.35
"676","Northeast","MetropolitanArea",9,13,"NotBlack",427.35
"677","Midwest","MetropolitanArea",43,12,"NotBlack",949.67
"678","Midwest","MetropolitanArea",36,18,"NotBlack",645.34
"679","Midwest","MetropolitanArea",11,14,"Black",430.67
"680","Midwest","MetropolitanArea",0,12,"NotBlack",395.57
"681","West","NotMetropolitanArea",11,12,"NotBlack",474.83
"682","West","NotMetropolitanArea",10,14,"NotBlack",71.23
"683","West","MetropolitanArea",3,12,"Black",498.58
"684","Midwest","MetropolitanArea",15,17,"NotBlack",1187.08
"685","Midwest","NotMetropolitanArea",39,12,"NotBlack",951.65
"686","South","MetropolitanArea",17,12,"Black",474.83
"687","West","MetropolitanArea",13,13,"NotBlack",280.64
"688","South","MetropolitanArea",1,16,"NotBlack",451.09
"689","West","NotMetropolitanArea",33,14,"NotBlack",1034.9
"690","West","MetropolitanArea",14,14,"NotBlack",902.18
"691","Northeast","MetropolitanArea",51,12,"NotBlack",830.48
"692","West","MetropolitanArea",44,12,"NotBlack",997.15
"693","Northeast","MetropolitanArea",13,12,"NotBlack",759.73
"694","South","NotMetropolitanArea",47,8,"NotBlack",1092.12
"695","West","MetropolitanArea",0,13,"NotBlack",151.52
"696","Northeast","MetropolitanArea",36,12,"NotBlack",712.25
"697","Northeast","MetropolitanArea",37,17,"NotBlack",925.93
"698","Northeast","MetropolitanArea",42,13,"NotBlack",1543.21
"699","Midwest","MetropolitanArea",28,18,"NotBlack",807.22
"700","West","MetropolitanArea",22,16,"NotBlack",593.54
"701","South","NotMetropolitanArea",47,12,"NotBlack",902.18
"702","West","MetropolitanArea",1,16,"NotBlack",237.42
"703","South","NotMetropolitanArea",23,12,"NotBlack",403.61
"704","West","MetropolitanArea",6,12,"Black",277.18
"705","South","MetropolitanArea",3,17,"NotBlack",451.09
"706","South","MetropolitanArea",29,12,"Black",498.58
"707","Northeast","MetropolitanArea",36,12,"NotBlack",320.51
"708","Northeast","MetropolitanArea",28,12,"NotBlack",1037.27
"709","West","MetropolitanArea",19,18,"NotBlack",1068.38
"710","Midwest","MetropolitanArea",27,12,"Black",664.77
"711","Midwest","NotMetropolitanArea",3,12,"NotBlack",159.07
"712","Northeast","MetropolitanArea",13,12,"NotBlack",712.25
"713","South","MetropolitanArea",25,18,"NotBlack",1234.57
"714","South","MetropolitanArea",14,12,"NotBlack",419.75
"715","Northeast","NotMetropolitanArea",11,12,"NotBlack",534.19
"716","Midwest","MetropolitanArea",9,12,"NotBlack",403.61
"717","Midwest","NotMetropolitanArea",16,13,"NotBlack",334.16
"718","Northeast","MetropolitanArea",19,18,"NotBlack",1899.34
"719","Midwest","NotMetropolitanArea",43,12,"NotBlack",379.87
"720","South","MetropolitanArea",14,17,"NotBlack",712.25
"721","West","MetropolitanArea",13,12,"NotBlack",403.61
"722","South","NotMetropolitanArea",14,12,"NotBlack",854.7
"723","Midwest","MetropolitanArea",1,16,"NotBlack",699.59
"724","Northeast","NotMetropolitanArea",3,12,"NotBlack",451.09
"725","West","MetropolitanArea",30,15,"NotBlack",668.72
"726","Midwest","NotMetropolitanArea",34,12,"NotBlack",725.55
"727","West","MetropolitanArea",7,18,"NotBlack",641.03
"728","Midwest","MetropolitanArea",21,16,"NotBlack",1210.83
"729","Midwest","NotMetropolitanArea",3,12,"NotBlack",342.94
"730","Northeast","MetropolitanArea",11,13,"NotBlack",617.28
"731","Midwest","MetropolitanArea",21,12,"NotBlack",712.25
"732","Northeast","MetropolitanArea",13,13,"NotBlack",864.2
"733","Midwest","NotMetropolitanArea",27,12,"NotBlack",282.92
"734","South","MetropolitanArea",34,18,"NotBlack",522.32
"735","Northeast","MetropolitanArea",3,12,"NotBlack",284.9
"736","South","MetropolitanArea",28,14,"NotBlack",427.35
"737","Northeast","MetropolitanArea",10,12,"NotBlack",324.38
"738","South","MetropolitanArea",13,12,"Black",483.62
"739","Northeast","MetropolitanArea",3,17,"NotBlack",1028.81
"740","South","MetropolitanArea",4,13,"NotBlack",230.03
"741","Northeast","MetropolitanArea",28,12,"NotBlack",1115.86
"742","Northeast","MetropolitanArea",25,18,"NotBlack",997.15
"743","Northeast","MetropolitanArea",21,12,"NotBlack",484.14
"744","South","MetropolitanArea",29,4,"NotBlack",231.48
"745","South","MetropolitanArea",44,16,"NotBlack",1131.69
"746","West","MetropolitanArea",22,17,"NotBlack",1139.6
"747","South","NotMetropolitanArea",25,9,"NotBlack",807.22
"748","South","MetropolitanArea",11,12,"NotBlack",360.08
"749","South","MetropolitanArea",1,15,"Black",501.54
"750","Midwest","MetropolitanArea",29,12,"NotBlack",830.96
"751","South","MetropolitanArea",19,18,"NotBlack",1092.12
"752","South","MetropolitanArea",38,14,"NotBlack",1220.77
"753","Northeast","MetropolitanArea",10,16,"NotBlack",458.55
"754","Midwest","NotMetropolitanArea",15,11,"NotBlack",712.25
"755","Midwest","MetropolitanArea",39,12,"NotBlack",1037.04
"756","South","MetropolitanArea",12,12,"Black",546.06
"757","South","MetropolitanArea",30,12,"NotBlack",451.09
