"","Region","MetropolitanStatus","Age","EducationCategory","EducationCode","Race","WeeklyEarnings"
"391","South","Metropolitan",24,"BachelorsDegree",43,"White",538.46
"392","Midwest","Metropolitan",23,"SomeCollegeButNoDegree",40,"White",738
"393","South","Metropolitan",46,"HighSchoolDiploma",39,"White",900
"394","Midwest","Metropolitan",52,"BachelorsDegree",43,"White",2038
"395","West","Metropolitan",30,"BachelorsDegree",43,"White",480
"396","South","Metropolitan",59,"ProfSchoolDegree",45,"White",1980
"397","West","Metropolitan",39,"SomeCollegeButNoDegree",40,"White",324
"398","Northeast","Metropolitan",36,"ProfSchoolDegree",45,"White",2884.61
"399","South","Not Metropolitan",55,"SeventhOrEighthGrade",34,"White",450
"400","West","Metropolitan",32,"HighSchoolDiploma",39,"White",350
"401","Midwest","Not Metropolitan",78,"HighSchoolDiploma",39,"White",480
"402","Midwest","Metropolitan",20,"SomeCollegeButNoDegree",40,"White",320
"403","West","Metropolitan",48,"ProfSchoolDegree",45,"White",1538
"404","West","Metropolitan",48,"BachelorsDegree",43,"White",2500
"405","Midwest","Not Metropolitan",43,"EleventhGrade",37,"White",440
"406","South","Metropolitan",50,"AssocDegAcadem",42,"White",1634.61
"407","Midwest","Not Metropolitan",60,"HighSchoolDiploma",39,"White",1725
"408","South","Metropolitan",51,"BachelorsDegree",43,"White",800
"409","West","Metropolitan",50,"DoctorateDegree",46,"White",1964
"410","Midwest","Metropolitan",58,"SomeCollegeButNoDegree",40,"Black",480
"411","South","Metropolitan",44,"SomeCollegeButNoDegree",40,"White",880
"412","Northeast","Metropolitan",56,"SomeCollegeButNoDegree",40,"White",2692.3
"413","South","Metropolitan",46,"MastersDegree",44,"White",2692.3
"414","South","Metropolitan",57,"HighSchoolDiploma",39,"White",692.3
"415","Midwest","Metropolitan",28,"BachelorsDegree",43,"White",987.75
"416","South","Metropolitan",22,"BachelorsDegree",43,"White",400
"417","Northeast","Metropolitan",25,"SomeCollegeButNoDegree",40,"White",1480.76
"418","Midwest","Metropolitan",34,"HighSchoolDiploma",39,"White",880
"419","West","Metropolitan",45,"BachelorsDegree",43,"Black",1350
"420","Midwest","Metropolitan",66,"DoctorateDegree",46,"White",1153
"421","West","Not Identified",42,"SomeCollegeButNoDegree",40,"White",1923
"422","Midwest","Not Metropolitan",46,"BachelorsDegree",43,"White",615.38
"423","West","Metropolitan",49,"HighSchoolDiploma",39,"Black",320
"424","Midwest","Metropolitan",44,"HighSchoolDiploma",39,"White",480
"425","West","Metropolitan",28,"HighSchoolDiploma",39,"White",504.8
"426","Midwest","Metropolitan",38,"BachelorsDegree",43,"White",769.23
"427","Midwest","Not Metropolitan",55,"SomeCollegeButNoDegree",40,"White",732
"428","Midwest","Not Metropolitan",52,"EleventhGrade",37,"White",640
"429","South","Metropolitan",36,"HighSchoolDiploma",39,"White",600
"430","South","Metropolitan",21,"SomeCollegeButNoDegree",40,"Black",384.61
"431","South","Metropolitan",20,"HighSchoolDiploma",39,"White",320
"432","South","Metropolitan",25,"BachelorsDegree",43,"White",1538
"433","West","Metropolitan",38,"HighSchoolDiploma",39,"White",770.8
"434","Midwest","Metropolitan",32,"HighSchoolDiploma",39,"White",686.8
"435","South","Metropolitan",21,"SomeCollegeButNoDegree",40,"White",320
"436","West","Metropolitan",54,"HighSchoolDiploma",39,"White",812.5
"437","Northeast","Not Metropolitan",54,"HighSchoolDiploma",39,"White",1807.69
"438","Midwest","Not Metropolitan",54,"HighSchoolDiploma",39,"White",576.92
"439","West","Metropolitan",43,"AssocDegAcadem",42,"White",2215.38
"440","West","Metropolitan",29,"HighSchoolDiploma",39,"White",650
"441","Midwest","Metropolitan",56,"SomeCollegeButNoDegree",40,"White",1403
"442","Northeast","Metropolitan",42,"BachelorsDegree",43,"White",1442.3
"443","South","Metropolitan",28,"HighSchoolDiploma",39,"White",736
"444","Midwest","Metropolitan",45,"HighSchoolDiploma",39,"White",1647
"445","South","Metropolitan",28,"NinthGrade",35,"White",350
"446","Northeast","Metropolitan",28,"HighSchoolDiploma",39,"White",700
"447","South","Metropolitan",45,"MastersDegree",44,"White",2403.84
"448","South","Not Metropolitan",45,"HighSchoolDiploma",39,"Black",350
"449","Midwest","Metropolitan",25,"BachelorsDegree",43,"White",980.76
"450","West","Metropolitan",25,"SomeCollegeButNoDegree",40,"White",400
"451","Midwest","Not Metropolitan",44,"AssocDegOccupVocat",41,"White",1615.38
"452","Northeast","Not Metropolitan",47,"HighSchoolDiploma",39,"White",400
"453","South","Metropolitan",25,"BachelorsDegree",43,"White",692.3
"454","Northeast","Metropolitan",48,"HighSchoolDiploma",39,"White",1057
"455","South","Metropolitan",60,"HighSchoolDiploma",39,"White",961.53
"456","West","Metropolitan",48,"BachelorsDegree",43,"White",2884.61
"457","Midwest","Metropolitan",43,"AssocDegOccupVocat",41,"White",808
"458","Northeast","Not Metropolitan",49,"DoctorateDegree",46,"White",1326.92
"459","South","Not Metropolitan",69,"HighSchoolDiploma",39,"White",315
"460","South","Metropolitan",35,"BachelorsDegree",43,"White",600
"461","South","Metropolitan",47,"BachelorsDegree",43,"White",2500
"462","Midwest","Metropolitan",46,"BachelorsDegree",43,"White",1730
"463","Northeast","Metropolitan",55,"TwelthButNoDiploma",38,"White",850
"464","Northeast","Metropolitan",29,"BachelorsDegree",43,"White",807
"465","Northeast","Metropolitan",29,"BachelorsDegree",43,"White",1500
"466","Northeast","Metropolitan",38,"BachelorsDegree",43,"White",2307.69
"467","Northeast","Not Metropolitan",28,"BachelorsDegree",43,"White",769.23
"468","West","Metropolitan",48,"SomeCollegeButNoDegree",40,"White",1212
"469","Northeast","Not Metropolitan",51,"AssocDegOccupVocat",41,"White",1192.3
"470","West","Metropolitan",35,"SomeCollegeButNoDegree",40,"White",1335
"471","South","Metropolitan",41,"HighSchoolDiploma",39,"White",730
"472","Midwest","Metropolitan",24,"SomeCollegeButNoDegree",40,"White",450
"473","South","Metropolitan",52,"HighSchoolDiploma",39,"White",360
"474","West","Metropolitan",25,"AssocDegOccupVocat",41,"White",480
"475","South","Metropolitan",25,"BachelorsDegree",43,"White",1730
"476","West","Metropolitan",35,"HighSchoolDiploma",39,"White",472
"477","West","Not Metropolitan",64,"HighSchoolDiploma",39,"White",720
"478","Midwest","Not Metropolitan",45,"AssocDegOccupVocat",41,"White",610
"479","Midwest","Not Metropolitan",49,"AssocDegAcadem",42,"White",384
"480","Midwest","Metropolitan",35,"ProfSchoolDegree",45,"White",1442.3
"481","Midwest","Metropolitan",37,"BachelorsDegree",43,"White",820.8
"482","Midwest","Metropolitan",43,"AssocDegAcadem",42,"White",865.38
"483","Northeast","Metropolitan",56,"HighSchoolDiploma",39,"White",1153.84
"484","Midwest","Metropolitan",64,"SomeCollegeButNoDegree",40,"White",1350
"485","Midwest","Not Metropolitan",23,"HighSchoolDiploma",39,"White",600
"486","South","Not Metropolitan",56,"HighSchoolDiploma",39,"White",961.53
"487","Midwest","Not Metropolitan",45,"HighSchoolDiploma",39,"White",1192
"488","South","Not Metropolitan",54,"HighSchoolDiploma",39,"White",961
"489","Northeast","Metropolitan",48,"AssocDegOccupVocat",41,"White",2365.38
"490","Midwest","Metropolitan",56,"HighSchoolDiploma",39,"White",1000
"491","Midwest","Metropolitan",22,"HighSchoolDiploma",39,"White",400
"492","West","Metropolitan",34,"HighSchoolDiploma",39,"White",276.92
"493","West","Metropolitan",50,"AssocDegOccupVocat",41,"White",1288.46
"494","Northeast","Metropolitan",42,"HighSchoolDiploma",39,"White",865
"495","Midwest","Not Metropolitan",25,"BachelorsDegree",43,"White",615.38
"496","Northeast","Metropolitan",58,"BachelorsDegree",43,"White",1923.07
"497","West","Metropolitan",63,"BachelorsDegree",43,"White",1557
"498","South","Metropolitan",43,"AssocDegOccupVocat",41,"Black",550
"499","Midwest","Not Metropolitan",27,"HighSchoolDiploma",39,"White",690
"500","West","Not Metropolitan",58,"SomeCollegeButNoDegree",40,"White",1538.46
"501","Midwest","Metropolitan",29,"SomeCollegeButNoDegree",40,"White",384.61
"502","South","Metropolitan",64,"SomeCollegeButNoDegree",40,"White",1260
"503","Midwest","Metropolitan",45,"SeventhOrEighthGrade",34,"White",187.5
"504","Northeast","Metropolitan",26,"ProfSchoolDegree",45,"White",1872.5
"505","Midwest","Metropolitan",57,"BachelorsDegree",43,"White",1730.76
"506","West","Metropolitan",45,"SomeCollegeButNoDegree",40,"White",2000
"507","Northeast","Metropolitan",65,"HighSchoolDiploma",39,"White",2000
"508","South","Metropolitan",67,"HighSchoolDiploma",39,"White",1230.76
"509","South","Metropolitan",42,"BachelorsDegree",43,"White",769
"510","Northeast","Metropolitan",25,"SomeCollegeButNoDegree",40,"White",434.8
"511","South","Metropolitan",44,"SomeCollegeButNoDegree",40,"White",1538
"512","South","Metropolitan",44,"ProfSchoolDegree",45,"White",2884.61
"513","West","Metropolitan",49,"HighSchoolDiploma",39,"White",1000
"514","West","Not Identified",58,"BachelorsDegree",43,"White",700
"515","West","Metropolitan",20,"HighSchoolDiploma",39,"White",500
"516","South","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",436.4
"517","Midwest","Not Metropolitan",20,"HighSchoolDiploma",39,"White",350
"518","South","Metropolitan",64,"HighSchoolDiploma",39,"White",1140
"519","South","Metropolitan",60,"MastersDegree",44,"White",2884.61
"520","West","Metropolitan",25,"HighSchoolDiploma",39,"White",1240
"521","West","Not Metropolitan",61,"EleventhGrade",37,"White",1000
"522","South","Not Metropolitan",48,"HighSchoolDiploma",39,"White",754.4
"523","Northeast","Not Metropolitan",39,"HighSchoolDiploma",39,"White",1100
"524","West","Metropolitan",36,"MastersDegree",44,"White",1538.46
"525","South","Metropolitan",52,"SomeCollegeButNoDegree",40,"White",876.92
"526","Northeast","Metropolitan",47,"HighSchoolDiploma",39,"White",1200
"527","South","Metropolitan",33,"HighSchoolDiploma",39,"Black",1461.53
"528","South","Metropolitan",53,"SomeCollegeButNoDegree",40,"White",680
"529","Northeast","Not Metropolitan",51,"AssocDegOccupVocat",41,"White",1400
"530","West","Not Metropolitan",54,"HighSchoolDiploma",39,"White",1280
"531","Midwest","Not Metropolitan",54,"BachelorsDegree",43,"White",1115.38
"532","Midwest","Not Metropolitan",49,"HighSchoolDiploma",39,"White",769.23
"533","West","Metropolitan",32,"AssocDegAcadem",42,"White",2884.61
"534","Northeast","Metropolitan",46,"SomeCollegeButNoDegree",40,"White",1250
"535","South","Metropolitan",34,"HighSchoolDiploma",39,"Black",640
"536","Northeast","Metropolitan",46,"SomeCollegeButNoDegree",40,"White",1307.69
"537","Midwest","Metropolitan",32,"BachelorsDegree",43,"White",1403.84
"538","Northeast","Not Metropolitan",57,"MastersDegree",44,"White",710.88
"539","South","Metropolitan",46,"HighSchoolDiploma",39,"White",880
"540","Midwest","Metropolitan",54,"MastersDegree",44,"White",1384.61
"541","South","Metropolitan",44,"TwelthButNoDiploma",38,"Black",357
"542","South","Metropolitan",56,"BachelorsDegree",43,"White",1269
"543","Northeast","Metropolitan",47,"SomeCollegeButNoDegree",40,"White",576
"544","South","Metropolitan",52,"HighSchoolDiploma",39,"White",701.92
"545","West","Metropolitan",26,"HighSchoolDiploma",39,"White",691.2
"546","Northeast","Metropolitan",34,"BachelorsDegree",43,"Black",1346.15
"547","Northeast","Not Metropolitan",26,"HighSchoolDiploma",39,"White",540
"548","Midwest","Metropolitan",43,"HighSchoolDiploma",39,"White",684
"549","West","Metropolitan",37,"BachelorsDegree",43,"White",1500
"550","West","Metropolitan",22,"SomeCollegeButNoDegree",40,"White",420
"551","West","Metropolitan",36,"BachelorsDegree",43,"White",900
"552","South","Metropolitan",30,"BachelorsDegree",43,"White",1000
"553","South","Not Metropolitan",41,"BachelorsDegree",43,"White",1307
"554","South","Metropolitan",35,"BachelorsDegree",43,"White",960
"555","West","Metropolitan",35,"BachelorsDegree",43,"White",320
"556","Midwest","Metropolitan",42,"HighSchoolDiploma",39,"White",722
"557","South","Metropolitan",33,"HighSchoolDiploma",39,"White",711.53
"558","South","Metropolitan",40,"SomeCollegeButNoDegree",40,"White",692.3
"559","Midwest","Metropolitan",57,"MastersDegree",44,"White",865.38
"560","South","Metropolitan",54,"HighSchoolDiploma",39,"White",350
"561","Midwest","Metropolitan",42,"SomeCollegeButNoDegree",40,"White",1057.69
"562","Midwest","Metropolitan",50,"AssocDegOccupVocat",41,"Black",1346.15
"563","Midwest","Not Metropolitan",47,"AssocDegOccupVocat",41,"White",1153.84
"564","Midwest","Metropolitan",41,"SomeCollegeButNoDegree",40,"White",1692.3
"565","South","Metropolitan",54,"AssocDegOccupVocat",41,"White",615.38
"566","Northeast","Metropolitan",50,"BachelorsDegree",43,"White",1826.92
"567","South","Metropolitan",41,"SeventhOrEighthGrade",34,"White",1153.84
"568","Midwest","Metropolitan",41,"BachelorsDegree",43,"White",1153.84
"569","West","Metropolitan",61,"HighSchoolDiploma",39,"White",380
"570","West","Metropolitan",40,"MastersDegree",44,"White",2307.69
"571","South","Not Metropolitan",38,"TenthGrade",36,"White",410
"572","South","Metropolitan",29,"MastersDegree",44,"White",961
"573","South","Not Metropolitan",49,"HighSchoolDiploma",39,"Black",576
"574","Northeast","Metropolitan",64,"ProfSchoolDegree",45,"White",2884.61
"575","South","Metropolitan",45,"HighSchoolDiploma",39,"White",276
"576","Northeast","Metropolitan",37,"HighSchoolDiploma",39,"White",769
"577","West","Metropolitan",30,"SomeCollegeButNoDegree",40,"White",600
"578","Midwest","Metropolitan",44,"HighSchoolDiploma",39,"White",601.75
"579","West","Metropolitan",39,"HighSchoolDiploma",39,"White",1634.61
"580","Northeast","Metropolitan",31,"BachelorsDegree",43,"White",1000
"581","South","Metropolitan",33,"MastersDegree",44,"White",1250
"582","Northeast","Metropolitan",50,"BachelorsDegree",43,"White",1153.84
"583","Northeast","Not Metropolitan",62,"HighSchoolDiploma",39,"White",865.38
"584","South","Metropolitan",25,"HighSchoolDiploma",39,"White",360
"585","South","Metropolitan",24,"HighSchoolDiploma",39,"Black",705
"586","West","Metropolitan",30,"BachelorsDegree",43,"White",1120
"587","West","Metropolitan",46,"TenthGrade",36,"White",192.3
"588","Midwest","Metropolitan",73,"SomeCollegeButNoDegree",40,"White",600
"589","Midwest","Metropolitan",46,"HighSchoolDiploma",39,"White",800
"590","West","Metropolitan",46,"BachelorsDegree",43,"White",0.46
"591","West","Metropolitan",45,"AssocDegAcadem",42,"White",750
"592","Northeast","Metropolitan",30,"BachelorsDegree",43,"White",510
"593","South","Not Metropolitan",44,"TenthGrade",36,"White",850
"594","Northeast","Metropolitan",35,"EleventhGrade",37,"White",1200
"595","West","Metropolitan",63,"BachelorsDegree",43,"White",1269
"596","Midwest","Metropolitan",33,"MastersDegree",44,"White",1538.46
"597","South","Metropolitan",31,"EleventhGrade",37,"White",678
"598","Northeast","Metropolitan",54,"HighSchoolDiploma",39,"White",711
"599","West","Not Metropolitan",58,"MastersDegree",44,"White",1038.46
"600","South","Metropolitan",28,"HighSchoolDiploma",39,"White",884
"601","South","Metropolitan",47,"HighSchoolDiploma",39,"White",1057.69
"602","Midwest","Not Metropolitan",37,"MastersDegree",44,"White",423.07
"603","South","Metropolitan",25,"BachelorsDegree",43,"White",1153.84
"604","Northeast","Metropolitan",22,"BachelorsDegree",43,"White",1153
"605","South","Metropolitan",22,"HighSchoolDiploma",39,"White",360
"606","West","Metropolitan",31,"NinthGrade",35,"White",650
"607","Northeast","Metropolitan",57,"FirstSecondThirdOrFourthGrade",32,"White",320
"608","Midwest","Metropolitan",43,"NinthGrade",35,"White",280
"609","West","Metropolitan",30,"EleventhGrade",37,"White",504
"610","Northeast","Metropolitan",23,"HighSchoolDiploma",39,"White",1057.69
"611","South","Metropolitan",58,"SomeCollegeButNoDegree",40,"White",1634.61
"612","South","Metropolitan",30,"HighSchoolDiploma",39,"White",325
"613","South","Metropolitan",55,"BachelorsDegree",43,"White",1600
"614","West","Metropolitan",45,"HighSchoolDiploma",39,"White",730.76
"615","Northeast","Metropolitan",45,"HighSchoolDiploma",39,"White",320
"616","Midwest","Metropolitan",53,"SomeCollegeButNoDegree",40,"White",625
"617","Midwest","Metropolitan",59,"AssocDegOccupVocat",41,"White",564
"618","South","Not Metropolitan",58,"AssocDegOccupVocat",41,"White",638.98
"619","South","Metropolitan",53,"SomeCollegeButNoDegree",40,"White",950
"620","Northeast","Metropolitan",43,"BachelorsDegree",43,"White",2884.61
"621","South","Metropolitan",46,"AssocDegOccupVocat",41,"White",1596.15
"622","South","Metropolitan",31,"SomeCollegeButNoDegree",40,"White",2307.69
"623","Midwest","Not Metropolitan",34,"AssocDegAcadem",42,"White",1280
"624","Midwest","Not Metropolitan",61,"AssocDegAcadem",42,"White",800
"625","South","Metropolitan",37,"BachelorsDegree",43,"White",750
"626","South","Metropolitan",40,"BachelorsDegree",43,"White",2884.61
"627","West","Metropolitan",49,"TwelthButNoDiploma",38,"White",1153.84
"628","South","Metropolitan",57,"BachelorsDegree",43,"White",2884.61
"629","South","Metropolitan",49,"SomeCollegeButNoDegree",40,"Black",1923.07
"630","South","Metropolitan",38,"HighSchoolDiploma",39,"Black",461.53
"631","Midwest","Not Metropolitan",45,"SomeCollegeButNoDegree",40,"White",520
"632","Midwest","Metropolitan",35,"MastersDegree",44,"White",611.11
"633","West","Metropolitan",43,"BachelorsDegree",43,"White",730.76
