"","Gene","GeneName","pValue"
"745",745,"AT3G21590",0.001838473
"746",746,"AT3G23172",0.602286795
"747",747,"AT3G23470",0.351234317
"748",748,"AT3G23725",0.866331732
"749",749,"AT3G24255",0.704978917
"750",750,"AT3G24360",0.051084902
"751",751,"AT3G24890",0.420318232
"752",752,"AT3G25090",0.051084902
"753",753,"AT3G25950",0.602286795
"754",754,"AT3G26190",0.001838473
"755",755,"AT3G26870",0.602286795
"756",756,"AT3G26922",0.704983802
"757",757,"AT3G27970",0.051084902
"758",758,"AT3G28360",0.351234317
"759",759,"AT3G28470",0.351234317
"760",760,"AT3G29152",0.051084902
"761",761,"AT3G29577",0.001838473
"762",762,"AT3G30110",0.351234317
"763",763,"AT3G30160",0.764687037
"764",764,"AT3G30416",0.602286795
"765",765,"AT3G30722",0.001838473
"766",766,"AT3G31910",0.011739732
"767",767,"AT3G32092",0.051084902
"768",768,"AT3G32377",0.001838473
"769",769,"AT3G33537",0.801582308
"770",770,"AT3G35003",0.033594195
"771",771,"AT3G42800",0.704983802
"772",772,"AT3G43304",0.001838473
"773",773,"AT3G43315",0.704983802
"774",774,"AT3G43867",0.320770725
"775",775,"AT3G44093",0.001838473
"776",776,"AT3G44274",0.602286795
"777",777,"AT3G44910",0.866331732
"778",778,"AT3G45851",0.176007536
"779",779,"AT3G46250",0.764687037
"780",780,"AT3G46760",0.351234317
"781",781,"AT3G46900",0.420318232
"782",782,"AT3G49860",0.001838473
"783",783,"AT3G50180",0.320770725
"784",784,"AT3G50250",0.704983802
"785",785,"AT3G50730",0.001838473
"786",786,"AT3G50850",0.792385014
"787",787,"AT3G51075",0.704963115
"788",788,"AT3G52680",0.602286795
"789",789,"AT3G53294",0.866331732
"790",790,"AT3G53342",0.866331732
"791",791,"AT3G54770",0.420318232
"792",792,"AT3G57770",0.70499371
"793",793,"AT3G58740",0.602286795
"794",794,"AT3G58780",0.051084902
"795",795,"AT3G60470",0.704983802
"796",796,"AT3G61182",0.866331732
"797",797,"AT3G63095",0.792385014
"798",798,"AT4G00920",0.351234317
"799",799,"AT4G02810",0.351234317
"800",800,"AT4G02960",0.351234317
"801",801,"AT4G03470",0.351234317
"802",802,"AT4G03950",0.001838473
"803",803,"AT4G05550",0.602286795
"804",804,"AT4G06539",0.176007536
"805",805,"AT4G06542",0.351234317
"806",806,"AT4G06631",0.001838473
"807",807,"AT4G06740",0.001838473
"808",808,"AT4G07526",0.602286795
"809",809,"AT4G07570",0.351234317
"810",810,"AT4G08103",0.351234317
"811",811,"AT4G08333",0.033594195
"812",812,"AT4G08691",0.351234317
"813",813,"AT4G08860",0.025405971
"814",814,"AT4G09740",0.866331732
"815",815,"AT4G09820",0.324351177
"816",816,"AT4G10290",0.011739732
"817",817,"AT4G10580",0.602286795
"818",818,"AT4G10830",0.351234317
"819",819,"AT4G10845",0.001838473
"820",820,"AT4G11500",0.051084902
"821",821,"AT4G11750",0.704983802
"822",822,"AT4G11880",0.866331732
"823",823,"AT4G12270",0.011739732
"824",824,"AT4G12382",0.351234317
"825",825,"AT4G12870",0.001838473
"826",826,"AT4G13190",0.001838473
"827",827,"AT4G13210",0.866331732
"828",828,"AT4G13370",0.704978917
"829",829,"AT4G13470",0.602286795
"830",830,"AT4G13610",0.351234317
"831",831,"AT4G13660",0.033594195
"832",832,"AT4G13690",0.320770725
"833",833,"AT4G13820",0.116545293
"834",834,"AT4G13860",0.420318232
"835",835,"AT4G14380",0.033594195
"836",836,"AT4G14810",0.351234317
"837",837,"AT4G15330",0.051084902
"838",838,"AT4G15400",0.004529119
"839",839,"AT4G15953",0.001838473
"840",840,"AT4G16160",0.001838473
"841",841,"AT4G18420",0.001838473
"842",842,"AT4G19850",0.602286795
"843",843,"AT4G19920",0.866331732
"844",844,"AT4G20080",0.602286795
"845",845,"AT4G20790",0.001838473
"846",846,"AT4G21065",0.324351177
"847",847,"AT4G21600",0.001838473
"848",848,"AT4G21880",0.801582308
"849",849,"AT4G21890",0.051084902
"850",850,"AT4G22560",0.176007536
"851",851,"AT4G22900",0.792385014
"852",852,"AT4G23560",0.351234317
"853",853,"AT4G23770",0.004529119
"854",854,"AT4G23780",0.801582308
"855",855,"AT4G24080",0.320770725
"856",856,"AT4G24140",0.351234317
"857",857,"AT4G24180",0.001838473
"858",858,"AT4G24250",0.704978917
"859",859,"AT4G24974",0.866331732
"860",860,"AT4G25510",0.866331732
"861",861,"AT4G26288",0.001838473
"862",862,"AT4G26360",0.602286795
"863",863,"AT4G26560",0.001838473
"864",864,"AT4G28815",0.602286795
"865",865,"AT4G30050",0.351234317
"866",866,"AT4G30570",0.051084902
"867",867,"AT4G31330",0.033594195
"868",868,"AT4G31970",0.602286795
"869",869,"AT4G32860",0.320770725
"870",870,"AT4G33260",0.001838473
"871",871,"AT4G33610",0.866331732
"872",872,"AT4G35670",0.866331732
"873",873,"AT4G36070",0.051084902
"874",874,"AT4G37070",0.025405971
"875",875,"AT4G37340",0.602286795
"876",876,"AT4G37608",0.704957572
"877",877,"AT4G37810",0.866331732
"878",878,"AT4G38830",0.065707128
"879",879,"AT4G39810",0.764687037
"880",880,"AT5G01200",0.704983802
"881",881,"AT5G01250",0.003291913
"882",882,"AT5G01280",0.351234317
"883",883,"AT5G02080",0.116545293
"884",884,"AT5G02390",0.001838473
"885",885,"AT5G02580",0.320770725
"886",886,"AT5G02690",0.351234317
"887",887,"AT5G03360",0.764687037
"888",888,"AT5G04970",0.116545293
"889",889,"AT5G05240",0.320770725
"890",890,"AT5G05400",0.320770725
"891",891,"AT5G05900",0.001838473
"892",892,"AT5G05960",0.756087244
"893",893,"AT5G06520",0.866331732
"894",894,"AT5G06620",0.320770725
"895",895,"AT5G06634",0.001838473
"896",896,"AT5G06740",0.004529119
"897",897,"AT5G07260",0.866331732
"898",898,"AT5G07410",0.001838473
"899",899,"AT5G08030",0.866331732
"900",900,"AT5G08250",0.001838473
"901",901,"AT5G08315",0.001838473
"902",902,"AT5G08490",0.704978917
"903",903,"AT5G09876",0.704983802
"904",904,"AT5G11300",0.602286795
"905",905,"AT5G11320",0.001838473
"906",906,"AT5G11360",0.792385014
"907",907,"AT5G14650",0.116545293
"908",908,"AT5G14960",0.792385014
"909",909,"AT5G16640",0.176007536
"910",910,"AT5G16770",0.001838473
"911",911,"AT5G17725",0.866331732
"912",912,"AT5G18260",0.320770725
"913",913,"AT5G18510",0.351234317
"914",914,"AT5G19520",0.351234317
"915",915,"AT5G19870",0.176007536
"916",916,"AT5G20635",0.001838473
"917",917,"AT5G22200",0.704988744
"918",918,"AT5G22460",0.001838473
"919",919,"AT5G23910",0.351234317
"920",920,"AT5G24090",0.249128124
"921",921,"AT5G24190",0.001838473
"922",922,"AT5G24270",0.046531557
"923",923,"AT5G24330",0.001838473
"924",924,"AT5G24390",0.116545293
"925",925,"AT5G24775",0.003291913
"926",926,"AT5G24820",0.351234317
"927",927,"AT5G25230",0.116545293
"928",928,"AT5G25340",0.602286795
"929",929,"AT5G25990",0.792385014
"930",930,"AT5G26280",0.065707128
"931",931,"AT5G27260",0.866331732
"932",932,"AT5G27590",0.866331732
"933",933,"AT5G28200",0.249111712
"934",934,"AT5G28675",0.351234317
"935",935,"AT5G32825",0.866331732
"936",936,"AT5G33310",0.866331732
"937",937,"AT5G33415",0.351234317
"938",938,"AT5G33428",0.176007536
"939",939,"AT5G34780",0.001838473
"940",940,"AT5G34834",0.001838473
"941",941,"AT5G35425",0.033594195
"942",942,"AT5G35698",0.866331732
"943",943,"AT5G35725",0.866331732
"944",944,"AT5G35950",0.602286795
"945",945,"AT5G36110",0.001838473
"946",946,"AT5G37060",0.351234317
"947",947,"AT5G37160",0.866331732
"948",948,"AT5G37330",0.866331732
"949",949,"AT5G37732",0.351234317
"950",950,"AT5G38030",0.602286795
"951",951,"AT5G39240",0.033594195
"952",952,"AT5G39550",0.704988744
"953",953,"AT5G39630",0.001838473
"954",954,"AT5G39680",0.002234801
"955",955,"AT5G39720",0.116545293
"956",956,"AT5G39820",0.088765238
"957",957,"AT5G39870",0.420318232
"958",958,"AT5G40590",0.001838473
"959",959,"AT5G40800",0.001838473
"960",960,"AT5G41290",0.704983802
"961",961,"AT5G41401",0.351234317
"962",962,"AT5G42965",0.602286795
"963",963,"AT5G44880",0.320770725
"964",964,"AT5G44920",0.704983802
"965",965,"AT5G45320",0.046531557
"966",966,"AT5G46320",0.001838473
"967",967,"AT5G46360",0.116545293
"968",968,"AT5G46915",0.320770725
"969",969,"AT5G47815",0.025405971
"970",970,"AT5G48950",0.088765238
"971",971,"AT5G49250",0.033594195
"972",972,"AT5G49490",0.001838473
"973",973,"AT5G50910",0.001838473
"974",974,"AT5G52930",0.801582308
"975",975,"AT5G53210",0.025405971
"976",976,"AT5G53820",0.704983802
"977",977,"AT5G53895",0.249111712
"978",978,"AT5G56450",0.866331732
"979",979,"AT5G56720",0.792385014
"980",980,"AT5G58400",0.176007536
"981",981,"AT5G63090",0.004529119
"982",982,"AT5G63225",0.033594195
"983",983,"AT5G63390",0.351234317
"984",984,"AT5G63580",0.704983802
"985",985,"AT5G63820",0.116545293
"986",986,"AT5G64630",0.351234317
"987",987,"AT5G64720",0.001838473
"988",988,"AT5G64790",0.051084902
"989",989,"AT5G66000",0.025405971
"990",990,"AT5G66280",0.088765238
"991",991,"AT5G66580",0.320770725
"992",992,"AT5G66650",0.051084902
"993",993,"AT5G67410",0.24912674
"994",994,"AT5G67411",0.602286795
"995",995,"AT1G02060",0.277214373
"996",996,"AT1G02550",0.000867545
"997",997,"AT1G02650",0.147988378
"998",998,"AT1G02670",0.000867545
"999",999,"AT1G05894",0.000867545
"1000",1000,"AT1G06420",0.088741966
"1001",1001,"AT1G06740",0.147977267
"1002",1002,"AT1G07473",0.000867545
"1003",1003,"AT1G07985",0.000867545
"1004",1004,"AT1G08320",0.035865726
"1005",1005,"AT1G08500",0.47716847
"1006",1006,"AT1G09176",1
"1007",1007,"AT1G09890",0.29363547
"1008",1008,"AT1G10330",0.331714043
"1009",1009,"AT1G11100",0.277214373
"1010",1010,"AT1G11570",0.031540739
"1011",1011,"AT1G13300",0.370593184
"1012",1012,"AT1G13590",0.551060326
"1013",1013,"AT1G16480",0.05201617
"1014",1014,"AT1G16520",0.035865726
"1015",1015,"AT1G16550",0.477172377
"1016",1016,"AT1G16820",0.678600632
"1017",1017,"AT1G17910",0.477210306
"1018",1018,"AT1G18350",0.024458733
"1019",1019,"AT1G18990",0.000867545
"1020",1020,"AT1G19070",0.05201617
"1021",1021,"AT1G19510",0.195802546
"1022",1022,"AT1G19560",0.551060326
"1023",1023,"AT1G20610",0.031540739
"1024",1024,"AT1G23070",0.000867545
"1025",1025,"AT1G26760",0.254056343
"1026",1026,"AT1G27820",0.000867545
"1027",1027,"AT1G28002",0.477210306
"1028",1028,"AT1G28690",0.678600632
"1029",1029,"AT1G29630",0.477167359
"1030",1030,"AT1G31040",0.331714043
"1031",1031,"AT1G32720",0.000867545
"1032",1032,"AT1G33000",0.477210306
"1033",1033,"AT1G34281",0.477210306
"1034",1034,"AT1G34580",0.370593184
"1035",1035,"AT1G35610",0.551060326
"1036",1036,"AT1G35690",0.477210306
"1037",1037,"AT1G36600",0.678600632
"1038",1038,"AT1G36795",0.035865726
"1039",1039,"AT1G36936",0.477210306
"1040",1040,"AT1G37063",0.035865726
"1041",1041,"AT1G37340",0.000595219
"1042",1042,"AT1G38450",0.422073666
"1043",1043,"AT1G42570",1
"1044",1044,"AT1G43780",0.477210306
"1045",1045,"AT1G43950",0.551060326
"1046",1046,"AT1G44608",0.000867545
"1047",1047,"AT1G47389",0.000867545
"1048",1048,"AT1G47950",1
"1049",1049,"AT1G48260",0.195802546
"1050",1050,"AT1G48560",0.611694746
"1051",1051,"AT1G48600",0.370593184
"1052",1052,"AT1G48990",0.331714043
"1053",1053,"AT1G51210",0.477210306
"1054",1054,"AT1G52155",0.116326122
"1055",1055,"AT1G52315",0.477150582
"1056",1056,"AT1G52640",0.254056343
"1057",1057,"AT1G52900",0.001370355
"1058",1058,"AT1G53260",0.116326122
"1059",1059,"AT1G55700",1
"1060",1060,"AT1G56555",0.331714043
"1061",1061,"AT1G57840",0.116326122
"1062",1062,"AT1G57943",1
"1063",1063,"AT1G62270",0.477210306
"1064",1064,"AT1G62360",1
"1065",1065,"AT1G62930",0.66272685
"1066",1066,"AT1G63410",0.551060326
"1067",1067,"AT1G65670",0.551060326
"1068",1068,"AT1G65890",0.66272685
"1069",1069,"AT1G66600",0.024458733
"1070",1070,"AT1G68875",0.035865726
"1071",1071,"AT1G70500",0.551188651
"1072",1072,"AT1G70680",0.000720009
"1073",1073,"AT1G72860",0.999999884
"1074",1074,"AT1G72870",0.477210306
"1075",1075,"AT1G74080",0.999999884
"1076",1076,"AT1G74220",0.331714043
"1077",1077,"AT1G75610",0.477210306
"1078",1078,"AT1G76190",0.05201617
"1079",1079,"AT1G76250",0.000595219
"1080",1080,"AT1G76610",0.66272685
"1081",1081,"AT2G01120",0.031540739
"1082",1082,"AT2G01530",0.66272685
"1083",1083,"AT2G01990",0.147977267
"1084",1084,"AT2G02240",0.514395714
"1085",1085,"AT2G03830",0.331714043
"1086",1086,"AT2G03990",0.29363547
"1087",1087,"AT2G04235",0.47716847
"1088",1088,"AT2G04840",0.195802546
"1089",1089,"AT2G04860",0.551060326
"1090",1090,"AT2G05660",0.331714043
"1091",1091,"AT2G05765",0.477210306
"1092",1092,"AT2G05985",0.000867545
"1093",1093,"AT2G05995",0.999999952
"1094",1094,"AT2G07020",0.551060326
"1095",1095,"AT2G07240",1
"1096",1096,"AT2G07777",0.370593184
"1097",1097,"AT2G10250",0.66272685
"1098",1098,"AT2G12420",0.477210306
"1099",1099,"AT2G12650",0.331714043
"1100",1100,"AT2G14540",0.05201617
"1101",1101,"AT2G14840",0.477210306
"1102",1102,"AT2G15120",0.331714043
"1103",1103,"AT2G15130",0.005437859
"1104",1104,"AT2G15920",0.05201617
"1105",1105,"AT2G16040",0.000867545
"1106",1106,"AT2G18360",0.477210306
"1107",1107,"AT2G19240",0.195802546
"1108",1108,"AT2G19893",0.000867545
"1109",1109,"AT2G19910",0.331714043
"1110",1110,"AT2G20870",0.514395714
"1111",1111,"AT2G21430",0.147988378
"1112",1112,"AT2G21720",0.165170162
"1113",1113,"AT2G22960",0.66272685
"1114",1114,"AT2G23250",0.000867545
"1115",1115,"AT2G23590",0.678600632
"1116",1116,"AT2G24140",0.551060326
"1117",1117,"AT2G25440",0.088741966
"1118",1118,"AT2G26010",0.165170162
"1119",1119,"AT2G26220",0.999982782
"1120",1120,"AT2G26420",0.331714043
"1121",1121,"AT2G26760",1
"1122",1122,"AT2G27700",0.000867545
"1123",1123,"AT2G28960",0.477210306
"1124",1124,"AT2G29620",0.47716847
"1125",1125,"AT2G32120",0.000595219
"1126",1126,"AT2G33080",0.613462425
"1127",1127,"AT2G34190",0.026059855
"1128",1128,"AT2G34220",0.331714043
"1129",1129,"AT2G35300",0.370593184
"1130",1130,"AT2G35950",0.370593184
"1131",1131,"AT2G36640",0.551060326
"1132",1132,"AT2G37370",0.678600632
"1133",1133,"AT2G37510",0.477150582
"1134",1134,"AT2G37700",0.477210306
"1135",1135,"AT2G40160",0.088741966
"1136",1136,"AT2G40220",0.05201617
"1137",1137,"AT2G41178",0.477210306
"1138",1138,"AT2G42510",0.613462425
"1139",1139,"AT2G43960",0.678600632
"1140",1140,"AT2G45430",0.000867545
"1141",1141,"AT2G46300",0.551060326
"1142",1142,"AT2G46990",0.613462425
"1143",1143,"AT2G47020",0.370593184
"1144",1144,"AT2G48090",0.254056343
"1145",1145,"AT3G04140",0.551060326
"1146",1146,"AT3G04200",0.000720009
"1147",1147,"AT3G04445",0.000867545
"1148",1148,"AT3G04570",0.331714043
"1149",1149,"AT3G05152",1
"1150",1150,"AT3G06990",0.035865726
"1151",1151,"AT3G07290",0.277214373
"1152",1152,"AT3G07920",0.000867545
"1153",1153,"AT3G07970",0.024458733
"1154",1154,"AT3G09915",0.000867545
"1155",1155,"AT3G13405",0.000867545
"1156",1156,"AT3G13590",0.031540739
"1157",1157,"AT3G13677",0.496617854
"1158",1158,"AT3G15250",0.165170162
"1159",1159,"AT3G15534",1
"1160",1160,"AT3G15740",0.277214373
"1161",1161,"AT3G15800",0.195802546
"1162",1162,"AT3G16390",0.147988378
"1163",1163,"AT3G16600",0.000867545
"1164",1164,"AT3G16890",0.15370752
"1165",1165,"AT3G17520",0.477172377
"1166",1166,"AT3G18970",0.254056343
"1167",1167,"AT3G19300",0.002969208
"1168",1168,"AT3G20580",0.551060326
"1169",1169,"AT3G25990",1
"1170",1170,"AT3G28705",0.331714043
"1171",1171,"AT3G28915",0.66272685
"1172",1172,"AT3G29710",0.031540739
"1173",1173,"AT3G30260",0.000867545
"1174",1174,"AT3G30585",1
"1175",1175,"AT3G30716",1
"1176",1176,"AT3G30803",0.024458733
"1177",1177,"AT3G30837",0.477210306
"1178",1178,"AT3G32033",0.678600632
"1179",1179,"AT3G32373",0.551060326
"1180",1180,"AT3G32415",0.551060326
"1181",1181,"AT3G32475",0.477210306
"1182",1182,"AT3G33178",0.000867545
"1183",1183,"AT3G33585",0.000867545
"1184",1184,"AT3G42320",0.05201617
"1185",1185,"AT3G42470",0.000867545
"1186",1186,"AT3G42725",0.613462425
"1187",1187,"AT3G43123",0.000867545
"1188",1188,"AT3G43355",0.66272685
"1189",1189,"AT3G43990",0.551060326
"1190",1190,"AT3G45760",0.000867545
"1191",1191,"AT3G53220",0.999999884
"1192",1192,"AT3G54310",0.000595219
"1193",1193,"AT3G54340",1
"1194",1194,"AT3G58340",0.551060326
"1195",1195,"AT3G61175",0.000867545
"1196",1196,"AT3G61450",0.613462425
"1197",1197,"AT3G61720",0.331714043
"1198",1198,"AT3G62160",0.116326122
"1199",1199,"AT3G62280",0.000720009
"1200",1200,"AT3G62460",0.47716847
"1201",1201,"AT3G63445",0.422073666
"1202",1202,"AT4G02485",0.47716847
"1203",1203,"AT4G03100",1
"1204",1204,"AT4G03130",0.05201617
"1205",1205,"AT4G04110",0.088741966
"1206",1206,"AT4G04120",0.477210306
"1207",1207,"AT4G04293",0.165170162
"1208",1208,"AT4G04310",0.000867545
"1209",1209,"AT4G05030",0.000720009
"1210",1210,"AT4G05200",0.551060326
"1211",1211,"AT4G05505",0.035865726
"1212",1212,"AT4G05570",1
"1213",1213,"AT4G06608",1
"1214",1214,"AT4G06670",0.477210306
"1215",1215,"AT4G08090",0.05201617
"1216",1216,"AT4G08114",0.331714043
"1217",1217,"AT4G08490",0.331714043
"1218",1218,"AT4G08780",0.331714043
"1219",1219,"AT4G09649",0.05201617
"1220",1220,"AT4G10150",0.031540739
"1221",1221,"AT4G11230",0.29363547
"1222",1222,"AT4G11930",0.477210306
"1223",1223,"AT4G12440",0.477210306
"1224",1224,"AT4G12550",0.551060326
"1225",1225,"AT4G13494",0.477172377
"1226",1226,"AT4G13620",0.000867545
"1227",1227,"AT4G14250",0.477210306
"1228",1228,"AT4G14630",0.000595219
"1229",1229,"AT4G14805",0.613462425
"1230",1230,"AT4G14940",0.277214373
"1231",1231,"AT4G15393",1
"1232",1232,"AT4G15750",0.551060326
"1233",1233,"AT4G16892",0.551188651
"1234",1234,"AT4G18360",0.277214373
"1235",1235,"AT4G18375",0.477172377
"1236",1236,"AT4G18823",0.000867545
"1237",1237,"AT4G19820",0.370593184
"1238",1238,"AT4G21300",0.331714043
"1239",1239,"AT4G21310",0.195802546
"1240",1240,"AT4G21605",0.088741966
"1241",1241,"AT4G21902",0.29363547
"1242",1242,"AT4G22760",0.999978913
"1243",1243,"AT4G23320",0.001370355
"1244",1244,"AT4G24260",1
"1245",1245,"AT4G25420",0.195802546
"1246",1246,"AT4G25540",0.0652642
"1247",1247,"AT4G25980",0.422073666
"1248",1248,"AT4G27890",0.331714043
"1249",1249,"AT4G28170",0.613462425
"1250",1250,"AT4G29470",0.035865726
"1251",1251,"AT4G29530",0.370593184
"1252",1252,"AT4G30410",0.165170162
"1253",1253,"AT4G30430",0.031540739
"1254",1254,"AT4G32540",0.000867545
"1255",1255,"AT4G33145",0.000867545
"1256",1256,"AT4G33600",1
"1257",1257,"AT4G36270",0.331714043
"1258",1258,"AT4G36620",1
"1259",1259,"AT4G39130",0.477210306
"1260",1260,"AT4G39404",0.551188651
"1261",1261,"AT4G39600",0.195802546
"1262",1262,"AT4G39630",0.29363547
"1263",1263,"AT4G39930",0.088741966
"1264",1264,"AT5G02570",0.035865726
"1265",1265,"AT5G02720",0.551188651
"1266",1266,"AT5G04700",0.026059855
"1267",1267,"AT5G06720",0.370593184
"1268",1268,"AT5G06730",0.678600632
"1269",1269,"AT5G06805",1
"1270",1270,"AT5G07660",0.088741966
"1271",1271,"AT5G08270",0.613462425
"1272",1272,"AT5G10100",0.66272685
"1273",1273,"AT5G10970",0.035865726
"1274",1274,"AT5G14350",0.29363547
"1275",1275,"AT5G14510",0.159056478
"1276",1276,"AT5G15430",0.551188651
"1277",1277,"AT5G17260",0.66272685
"1278",1278,"AT5G18065",0.514395714
"1279",1279,"AT5G19880",0.031540739
"1280",1280,"AT5G22550",0.005437859
"1281",1281,"AT5G22870",0.147977267
"1282",1282,"AT5G24600",0.05201617
"1283",1283,"AT5G26345",0.477210306
"1284",1284,"AT5G27880",0.035865726
"1285",1285,"AT5G28671",0.05201617
"1286",1286,"AT5G28897",0.277214373
"1287",1287,"AT5G29030",0.05201617
"1288",1288,"AT5G29100",0.477210306
"1289",1289,"AT5G29408",0.477210306
"1290",1290,"AT5G31855",0.477210306
"1291",1291,"AT5G32436",0.477210306
"1292",1292,"AT5G33434",1
"1293",1293,"AT5G35076",0.331714043
"1294",1294,"AT5G35670",0.551188651
"1295",1295,"AT5G35932",0.678600632
"1296",1296,"AT5G36100",0.477210306
"1297",1297,"AT5G37340",0.477172377
